id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence,challenge_policy_version,challenge_audit_status
216,2026-08,2026-08-14,1,2,1,1,5,Superhuman,2004,2026,2.2,0,"strict-order-property hierarchy. the paper proves sop_2 implies sop_3 and hence sop_1=sop_2=sop_3, answering a 2004 question of dzamonja and shelah. it says chatgpt 5.6 found the proof, which the author simplified and streamlined.","Every first-order theory with SOP_2 has SOP_3; consequently the classes SOP_1, SOP_2 and SOP_3 coincide.","Džamonja and Shelah explicitly asked in 2004 whether SOP_3 implies SOP_2 reverses, making equality a precise published target.",The implication SOP_2 to SOP_3 supplies the missing direction and completely answers the equality question.,The theorem applies to arbitrary complete first-order theories and formulas witnessing SOP_2.,The paper identifies several independent partial results around the repeatedly highlighted 2004 question before the final proof.,"The 2004 question was solved in 2026 after twenty-two years or 2.2 decades, so the non-provisional complete settlement receives the legacy duration override.",high,0.1.0,pending_v1_audit
217,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",0,"basic matching-logic completeness classification. the paper proves global completeness for arbitrary one-sorted finitary signatures without fixpoints and conservativity of the definedness extension, while proving non-enumerability with least fixpoints and failure of global completeness with three sorts. claude opus 5 produced the constructions and proofs; chatgpt sol supplied corrective referee reports, and the authors directed, verified and corrected the work.","Basic matching logic without fixpoints is globally complete for arbitrary one-sorted finitary signatures, whereas least fixpoints preclude any recursively enumerable sound complete calculus and global completeness can fail with three sorts.",The paper addresses an explicit completeness conjecture and the boundary of earlier positive matching-logic results.,"The positive and negative theorems classify the main one-sort, fixpoint and many-sort regimes stated in the paper.","The results range over arbitrary theories and finitary signatures in the stated regimes, not fixed finite instances.",The source identifies earlier results but does not document two independent substantive attacks on this exact combined regime classification.,"No defensible single framing year for the combined classification was established, so no legacy duration override is applied.",high,0.1.0,pending_v1_audit
218,2026-08,2026-08-14,0,2,0,0,2,Expected,,2026,"",0,"minimum graph-balancing gap witness. the paper gives a six-job two-weight graph-balancing instance with configuration-lp gap 3/2, proves that no instance with at most five jobs attains the gap and that the six-job witness is unique up to relabeling and unused machines, and enumerates the seven- and eight-job witnesses. claude wrote and ran the search and verification code, with claude and gemini acting as adversarial reviewers; the author reports reproducible code and certificates.","The minimum two-weight graph-balancing witness for configuration-LP gap 3/2 has six jobs; at that size the K_4 construction is unique up to relabeling and unused machines, while there are exactly 13 seven-job and 154 eight-job witnesses.",The paper formulates minimum witness size and uniqueness as a new refinement of the known 3/2 gap rather than citing a prior exact conjecture.,The work exactly determines the minimum witness and classifies sizes six through eight in the stated two-weight setting.,The substantive classification is bounded to instances with at most eight jobs; allowing unused machines does not create an unbounded mathematical family for this score.,"A prior seven-job witness was published, but two independent prior attempts at the exact minimum-and-uniqueness classification are not documented.","No predating framing year is assigned for the newly formulated minimum-witness classification, so no duration override applies.",high,0.1.0,pending_v1_audit
219,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",0,"compactness and bounded cliques. the paper proves that countable compactness of x^omega implies every closed irreflexive relation on x has a uniform finite clique bound, with consequences for sequentially compact, omega-bounded and ultrafilter-compact spaces. the authors say claude supplied this theorem and its corollary, which they checked carefully and revised; the complete note is reported formalized in lean 4.","If X^omega is countably compact, then X has bounded cliques; in particular sequential compactness, omega-boundedness, or u-compactness for a free ultrafilter implies bounded cliques.","The paper presents bounded cliques as a new topological property and this power theorem as a new result, not as a predating exact conjecture.",The theorem establishes a broad sufficient condition and several consequences while leaving open whether countably compact spaces can have finite but unbounded cliques.,The statement applies to arbitrary topological spaces whose countable power is countably compact.,No previous attempts on this newly formulated theorem are documented.,"No pre-solution framing year is assigned for a theorem introduced within the paper, and the duration override is inapplicable.",high,0.1.0,pending_v1_audit
220,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",0,"arcsine-law aging in a logarithmic spin glass. the paper proves aging throughout the glassy phase for a continuous-time random walk in a two-dimensional discrete-gaussian-free-field potential, with the two-time localization probability governed by a temperature-dependent generalized arcsine law. gpt-5.5 identified a flaw in an earlier proof of proposition 2.2 and suggested the replacement quantity used in the final argument; the authors developed the remaining ideas and independently verified all results.","Below the critical temperature, the DGFF-driven random walk exhibits aging over the stated pre-equilibrium time scales, and its two-time localization probability converges to the generalized Arcsine law with the paper's temperature-dependent parameter.",The source identifies Arcsine-law aging in this logarithmically correlated spin-glass system as a physics prediction and an unresolved mathematical target.,The paper establishes the predicted aging law throughout the model's glassy phase.,The theorem covers a range of diverging pre-equilibrium time scales and every subcritical temperature in the stated regime.,The source documents substantial adjacent aging literature but not two independent rigorous attempts at this exact DGFF model and complete temperature regime.,"The audited evidence does not supply a single defensible first-framing year for the exact model prediction, so no duration override is applied.",high,0.1.0,pending_v1_audit
221,2026-08,2026-08-14,1,2,1,0,4,Superhuman,2014,2026,1.2,0,"three-dimensional elliptic-equation regularity counterexamples. the paper constructs smooth uniformly elliptic coefficient matrices and bounded smooth solutions with common boundary data whose gradient l1 norms diverge, ruling out ellipticity-only interior w1,p estimates for every p at least one and producing a locally non-bv measurable-coefficient limit. the authors say the main results and key strategies emerged through chats with chatgpt 5.6 sol; they reworked, rewrote, checked and simplified all arguments.","There are smooth 3-by-3 coefficient matrices with I <= A_m <= 2^81 I and uniformly bounded smooth solutions with common Dirichlet data for which ||Du_m||_{L^1(B_1)} tends to infinity; hence no ellipticity-only interior W^{1,p} estimate holds for p >= 1, and a uniformly convergent limit need not be locally BV.","Nadirashvili, Tkachev and Vlăduţ posed the three-dimensional ellipticity-only W^{1,1} question in their 2014 monograph.","The constructed sequence resolves that question negatively and rules out all stronger W^{1,p} and BV estimates under ellipticity alone.",The construction is an infinite sequence and extends by dummy variables to every dimension at least three.,"The literature supplies related regularity and counterexample programs, but the audited source does not pin two independent pre-solution attacks on the exact three-dimensional W^{1,1} target.","The 2014 question was resolved in 2026 after twelve years or 1.2 decades, so the non-provisional complete settlement receives the legacy duration override.",high,0.1.0,pending_v1_audit
222,2026-08,2026-08-14,0,2,1,0,3,Difficult,,2026,"",0,"pspace lower bound for bounded-linear-cliquewidth homomorphism indistinguishability. theorem 1.6 constructs a fixed finite color set and a fixed mso_1-definable bounded-linear-cliquewidth graph class for which homomorphism indistinguishability is pspace-hard, matching the paper's general pspace upper bound in that regime. chatgpt 5.5 formulated the first proof from the reduction source and intuition; the authors modified and edited it.",There is a fixed finite color set and a fixed MSO_1-definable class of vertex-colored graphs of bounded linear cliquewidth for which homomorphism indistinguishability is PSPACE-hard.,The source presents the exact PSPACE lower bound as a new endpoint rather than a precise predating open target.,The theorem matches the paper's PSPACE upper bound for a constructed fixed class and thereby gives an exact complexity endpoint in that regime.,The hardness theorem ranges over arbitrary instances of the fixed class and a reduction from PSPACE-complete SlidingTokens.,The source identifies earlier lower bounds but not two independent attacks on this exact PSPACE endpoint.,No predating framing year is assigned to the endpoint established in the paper.,high,0.1.0,pending_v1_audit
223,2026-08,2026-08-14,1,2,1,0,4,Difficult,2026,2026,0.0,0,"universal divisor-profile separation. the paper classifies coprime polynomial pairs in arbitrary degree and all pairs of degree at most two: for coprime f and g universal unbounded separation holds exactly when one is intersective, while the low-degree common-factor criterion is that the unique-support product and one side are intersective. iterative chatgpt 5.6 sol work established the main lemma and completed the paper; the author reviewed every final proof.","For coprime nonzero F,G in Z[x], universal unbounded divisor-profile separation holds if and only if F or G is intersective; for all pairs of degree at most two, it holds exactly when the product of the unique support factors and at least one of F,G are intersective.",The work answers the polynomial extension posed in Ding's published 2026 Problem 3 and extends earlier linear classifications.,The paper gives the full coprime arbitrary-degree classification and closes every support and multiplicity pattern through degree two.,"The theorems cover polynomial pairs of arbitrary degree in the coprime case and every pair through degree two, together with infinite divisor sets.",The source identifies prior linear results but does not document two independent attacks on the exact polynomial classification.,"The exact polynomial-extension target and solution both date to 2026, for an elapsed 0.0 decades; the duration override does not apply.",high,0.1.0,pending_v1_audit
224,2026-08,2026-08-14,1,2,1,1,5,Superhuman,2015,2026,1.1,0,finite entanglement-breaking index for ppt channels. the paper proves every completely positive and completely copositive map has finite entanglement-breaking index and gives a dimension-uniform index-at-most-three result for a larger family containing the 2-superpositive maps. some section 3 proof-development ideas arose in gpt-5.6 sol discussions; the author independently verified and reformulated those suggestions.,"Every PPT map Phi:M_d to M_d has finite entanglement-breaking index: for some N(Phi), every iterate Phi^n with n >= N(Phi) is entanglement breaking; moreover the paper identifies a nontrivial dimension-uniform family with index at most three.","The finite-index problem was formulated through the entanglement-breaking-index program in 2015 and remained open beyond unital, trace-preserving, faithful and other restricted PPT classes.","The theorem removes the remaining Perron-support restrictions and completes the qualitative finite-index problem for all PPT maps, while not resolving the stronger PPT-squared or uniform-index conjectures.",The theorem applies to PPT maps in every matrix dimension and all sufficiently large iterates of each map.,"Independent published results treated unital or trace-preserving PPT maps and later faithful PPT maps, providing two substantive partial approaches to the exact all-channel target.","The 2015 qualitative target was completed in 2026 after eleven years or 1.1 decades, so the non-provisional complete settlement receives the legacy duration override.",high,0.1.0,pending_v1_audit
235,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"fisher-kpp dynamics on the half-line. ChatGPT helped the first author draft and organize some proof arguments from author-supplied ideas, plus LaTeX. Published provisionally because the exact unresolved checks remain material: Identify which proof arguments materially support each bounded claim.","The paper reports stationary-profile/far-field comparisons, Neumann convergence, a conditional Robin comparison and a small-periodic lifted mild solution with first-order O(epsilon^2) control.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Identify which proof arguments materially support each bounded claim. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
236,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,cospectral mates over a number field. Gemini Pro 3.1 supplied syntax/fragments; Claude Opus 4.8 intensively developed design specifications and implementation. Published provisionally because the exact unresolved checks remain material: Establish whether implementation assistance materially supports the mathematical result and independently audit the algorithm.,"The paper reports sufficient conditions for spectral determination, structural constraints and an algorithm finding all cospectral mates over small number fields.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Establish whether implementation assistance materially supports the mathematical result and independently audit the algorithm. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
237,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",1,"finite groups with coprime-index conditions. Codex assisted literature organization, proof stress-testing and editing. Published provisionally because the exact unresolved checks remain material: Determine whether stress-testing materially changed a theorem/proof and seek external verification.","The paper reports d(G) at most d+1, affirmatively resolving Kourovka Notebook problem 21.87 under the stated hypotheses.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Determine whether stress-testing materially changed a theorem/proof and seek external verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
238,2026-08,2026-08-14,0,2,1,0,3,Difficult,,2026,"",1,"classification of limits in wiener chaos. ChatGPT Work and Codex GPT 5.6 Sol Ultra critically read, stress-tested, found errors/counterexamples and assisted bibliography. Published provisionally because the exact unresolved checks remain material: Pin accepted AI corrections to exact results and obtain independent novelty/correctness review.","The paper reports an exact weak-closure classification by weighted Wiener polynomials indexed by partitions, with realization, support uniqueness and Stein/fourth-moment consequences.",No separately dated prior target is coded for this bounded result.,"The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Pin accepted AI corrections to exact results and obtain independent novelty/correctness review. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
239,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,virasoro recursions for simplicially stable curves. An earlier draft was developed through GPT 5.5 Pro; v1 corrects and reorganizes that work. Published provisionally because the exact unresolved checks remain material: Resolve human-machine allocation and independently verify the corrected recursion.,"The paper reports wall-crossing reconstruction, corrected Virasoro recursions and a Fock-space packaging.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Resolve human-machine allocation and independently verify the corrected recursion. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
240,2026-08,2026-08-14,1,2,0,0,3,Difficult,,2026,"",1,"keller maps and a counterexample related to zhao. ChatGPT/Codex extensively assisted literature, maps, compression proofs, exact calculations and drafting. Published provisionally because the exact unresolved checks remain material: Independently verify the explicit polynomial/collision, novelty and exact allocation.","The paper reports collision compression from 24 to 20 dimensions and an explicit 350-monomial, 40-variable quartic counterexample with a gradient collision, without claiming global minimality.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,"Further checking required: Independently verify the explicit polynomial/collision, novelty and exact allocation. Keep provisional and do not assign the Superhuman override.",medium,0.1.0,pending_v1_audit
241,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"density bounds for permutations. Codex GPT 5.6 Sol Ultra assisted proof development, literature and editing. Published provisionally because the exact unresolved checks remain material: Map AI contributions to exact theorem steps and obtain independent verification.","The paper reports alpha_N(3), alpha_Z(3) at least 2/3 and beta_Z(4)=1 via construction.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map AI contributions to exact theorem steps and obtain independent verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
242,2026-08,2026-08-14,0,1,0,0,1,Expected,,2026,"",1,"a quantum latin square of order 6 with cardinality 29. Codex assisted parameter search, exact symbolic verification, references and revision. Published provisionally because the exact unresolved checks remain material: Replay exact verification and check the claimed novelty/gap against prior 27/32 constructions.",The paper reports an explicit order-six quantum Latin square using 29 projective rays.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Replay exact verification and check the claimed novelty/gap against prior 27/32 constructions. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
243,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"noetherian bayart power-series result. GPT 5.6 Sol, Claude Fable 5 and a harness assisted literature, hypothesis testing and elimination of approaches. Published provisionally because the exact unresolved checks remain material: Map AI work to a theorem step and obtain independent algebra review.","The paper reports that if R and R[[x]] are UFDs under its Noetherian hypotheses, then R[[x,y]] is a UFD.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map AI work to a theorem step and obtain independent algebra review. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
244,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",1,on the gap of finite posets. ChatGPT 5.6 Sol found key ideas for this theorem; Codex assisted manuscript preparation. Published provisionally because the exact unresolved checks remain material: Obtain independent proof/novelty review and pin the model's exact derivation.,The paper reports gap(P) at most 2w(P)-1.,"The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Obtain independent proof/novelty review and pin the model's exact derivation. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
245,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,on the gap of finite posets. ChatGPT 5.6 Sol found the construction idea; Codex assisted the manuscript. Published provisionally because the exact unresolved checks remain material: Independently check the construction and its novelty.,The paper reports width-two posets for which every maximal chain has arbitrarily large gap.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Independently check the construction and its novelty. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
246,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,on the gap of finite posets. ChatGPT 5.6 Sol found key ideas; Codex assisted manuscript preparation. Published provisionally because the exact unresolved checks remain material: Independently verify the entropy and gap calculations and novelty.,The paper reports posets with low induced-order entropy but gap at least (3/2)^r.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Independently verify the entropy and gap calculations and novelty. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
247,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",1,"zonoids and the courtade conjecture. GPT 5.6 Sol supplied examples, determinant tests and a preliminary proof. Published provisionally because the exact unresolved checks remain material: Map examples/tests to each result and obtain independent verification.","The paper reports a Rayleigh equivalence through degree/codegree three, sharp counterexamples from degree four and a disproof of Courtade's conjecture for zonoids in dimension at least three.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map examples/tests to each result and obtain independent verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
248,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"point sequences with quasi-uniform two-dimensional projections. ChatGPT assisted mathematical brainstorming, manuscript work and MATLAB. Published provisionally because the exact unresolved checks remain material: Identify the exact mathematical contribution and independently check constructions/code.",The paper reports cubic Kronecker and quadratic p-adic nested-lattice constructions with uniformly quasi-uniform two-dimensional projections and optimal separation/covering orders.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Identify the exact mathematical contribution and independently check constructions/code. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
249,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,gd-sets and qm-spaces. Claude and GPT 5.6 Codex are acknowledged as tools. Published provisionally because the exact unresolved checks remain material: Identify the exact material AI role and obtain independent verification.,"The paper reports domination closure under box convergence, pyramid-limit representation and observable-diameter/gap/median-tail formulas.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Identify the exact material AI role and obtain independent verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
250,2026-08,2026-08-14,0,1,0,0,1,Expected,,2026,"",1,"nonderivability of euclidean division principles. Codex GPT 5 explored strategies, checked arguments and assisted exposition. Published provisionally because the exact unresolved checks remain material: Map adopted AI strategy to the model construction and obtain independent logic review.",The paper reports a model of the stated weak arithmetic in which division by three and principles pa16/pa17 fail even after adding universal truths.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map adopted AI strategy to the model construction and obtain independent logic review. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
251,2026-08,2026-08-14,0,1,0,0,1,Expected,,2026,"",1,"minimal nilpotent orbit closure for e8. GPT 5.6 Sol pointed out the E8 nonexistence argument; ChatGPT was otherwise used extensively in the paper. Published provisionally because the exact unresolved checks remain material: Verify the E8 argument, its model contribution and its classification independently.",The paper reports that the E8 minimal nilpotent orbit closure is not an affine cotangent bundle of a smooth quasi-affine variety.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,"Further checking required: Verify the E8 argument, its model contribution and its classification independently. Keep provisional and do not assign the Superhuman override.",medium,0.1.0,pending_v1_audit
252,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"classical conserved charges for three-state irf cellular automata. ChatGPT GPT 5.6 Pro substantially assisted derivation, checking and presentation of several results; the author supplied the initial ansatz and reviewed the work. Published provisionally because the exact unresolved checks remain material: Map AI work to the classical common quasilocal-charge, Euler-velocity and local-tower results and independently replay their derivations and computations.","Within its explicit classical ansatzes, the paper reports a common one-parameter quasilocal-charge family for both three-state IRF rules, restricted Euler velocities plus/minus sqrt(3/23), and an infinite strictly local charge tower for the species-preserving rule.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,"Further checking required: Map AI work to the classical common quasilocal-charge, Euler-velocity and local-tower results and independently replay their derivations and computations. Keep provisional and do not assign the Superhuman override.",medium,0.1.0,pending_v1_audit
253,2026-08,2026-08-14,1,2,0,0,3,Difficult,,2026,"",1,counterexamples to markovity in a ternary broadcast setting. GPT 5.6 Sol assisted this discovery/proof. Published provisionally because the exact unresolved checks remain material: Pin AI allocation and independently verify Liu's example and all-Markov comparison.,The paper reports Yanxiao Liu's independently discovered ternary broadcast counterexample in which an explicit non-Markov strategy beats every Markov strategy.,"The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Pin AI allocation and independently verify Liu's example and all-Markov comparison. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
254,2026-08,2026-08-14,1,2,0,0,3,Difficult,,2026,"",1,counterexamples to markovity in a ternary broadcast setting. GPT 5.6 Sol assisted this discovery/proof. Published provisionally because the exact unresolved checks remain material: Pin AI allocation and independently verify Huang's example and all-Markov comparison.,"The paper reports Mian Huang's independently discovered ternary broadcast counterexample, using a common nonrectangular 2-by-2 auxiliary, in which an explicit non-Markov strategy beats every Markov strategy.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Pin AI allocation and independently verify Huang's example and all-Markov comparison. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
255,2026-08,2026-08-14,1,1,1,0,3,Difficult,,2026,"",1,"an improved (p,q) theorem for s-convex sets. ChatGPT assisted computational/technical discussions and editing. Published provisionally because the exact unresolved checks remain material: Identify which technical discussion materially affected the new bounds and independently review them.",The paper reports near-tight/general piercing bounds including p-q+s at most HD_1 at most p-q+2s+1 and a lower bound s p^(2-o(1)) in its stated regime.,"The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Identify which technical discussion materially affected the new bounds and independently review them. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
256,2026-08,2026-08-14,1,2,1,0,4,Difficult,,2026,"",1,"gromov-hausdorff distance between consecutive spheres. ChatGPT assisted exploratory calculations, gap identification and style. Published provisionally because the exact unresolved checks remain material: Map AI work to the exact-distance proof and obtain independent verification.","The paper reports d_GH(S^n,S^(n+1))=zeta_n/2 for all n, a join-distortion maximum and asymptotics for nonconsecutive dimensions.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map AI work to the exact-distance proof and obtain independent verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
257,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,genus-two daha categorification. Several AI coding tools generated C++/Mathematica starting character formulas; proofs and logical content were manual. Published provisionally because the exact unresolved checks remain material: Determine material dependence on computed formulas and independently replay them.,"The paper reports three derived endofunctors categorifying genus-two Macdonald operators, with an Ext pairing yielding self-adjointness and orthogonality.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Determine material dependence on computed formulas and independently replay them. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
258,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,weighted sobolev estimates for the laplacian. GPT 5.6 explored proof strategies; the author wrote the proof. Published provisionally because the exact unresolved checks remain material: Identify which explored strategy was adopted and obtain independent verification.,The paper reports optimal resolvent and heat-semigroup estimates and bounded H-infinity calculus under a necessary compatibility condition.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Identify which explored strategy was adopted and obtain independent verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
259,2026-08,2026-08-14,0,1,1,0,2,Expected,,2026,"",1,"gross vectors modulo two. Aleph and ChatGPT assisted literature, proof strategy and drafting. Published provisionally because the exact unresolved checks remain material: Map AI strategy to the spanning proof and seek independent arithmetic review.","The paper reports that Gross vectors span the stated F2-space, with parity, rank-zero certificate, modular-degree divisibility and Watkins-rank-two consequences.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Map AI strategy to the spanning proof and seek independent arithmetic review. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
