id,period,category,confidence,rationale,alternatives,comparator,method,contribution,contribution_basis,reported_date,first_collected_date,collection_kind,strict_category,strict_proof_status_unchanged
"992","2026-09","Expected","low","Smooth functional calculus and its K-theoretic consequences are developed for a specified rapid-decay Sobolev algebra; the disclosed AI role repairs one lemma and reconnects another to existing work. This fits normal operator-algebra research.","Difficult","Relevant operator algebras specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"993","2026-09","Difficult","low","The work overcomes both moving trace spaces and the failure of the available L2 theory to reach Maxwell energy spaces, obtaining discretization-independent approximation guarantees. That coupled analytical advance appears non-routine.","Expected","Relevant boundary-integral analysis specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"994","2026-09","Difficult","low","A complete Zak-transform zero set yields sharp frame-set membership along an entire previously unresolved curve, not merely more numerical examples. I provisionally regard the closure of that obstruction gap as a substantial insight.","Expected","Relevant time-frequency analysis specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"995","2026-09","Unassessed","low","The available claim summary does not support a useful human-effort judgment: D-Scrambled Cantor Sets It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"996","2026-09","Expected","low","The report connects the advance to existing research (generalize): We study the rational points on the star curve X0∗​(N):=X0​(N)/W⁡(N)X_{0}^{*}(N):=X_{0}(N)/W(N), the quotient of the classical modular curve X0​(N)X_{0}(N) by the full group of Atkin–Lehn… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"997","2026-09","Expected","low","The report connects the advance to existing research (extended): We introduce an operator-valued maximal ff-divergence for completely positive (CP) maps between von Neumann algebras, associated with an operator convex function ff on (0,+∞)(0,+\infty). … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"998","2026-09","Expected","low","The report connects the advance to existing research (extends): We prove that the Higgs–Demailly system on a compact Riemann surface admits a smooth admissible solution at its terminal parameter if and only if the Higgs bundle is H-ample. This gives a… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"999","2026-09","Expected","low","The report connects the advance to existing research (generalization): Kaneko’s val function is defined as the normalized cycle integral of the elliptic modular jj-function along closed geodesics on the modular surface. We prove that, when primitive hyperbol… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1000","2026-09","Expected","low","The new stable-coloring invariant is analyzed through reachability, treewidth, Grundy bounds and standard complexity questions. This is a coherent specialist research programme within recognizable graph-theoretic methods.","Difficult","Relevant graph algorithms and combinatorics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1001","2026-09","Expected","low","The report connects the advance to existing research (extends): Let UU be Haar-uniform on the unit sphere, and let a weighted central hyperplane arrangement define g⁡(U)=∑jwj​ajaj⊤​U,N⁡(U)=g⁡(U)‖g⁡(U)‖.g(U)=\sum_{j}w_{j}\frac{a_{j}}{a_{j}^{\top}U},\qq… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1002","2026-09","Expected","low","The report connects the advance to existing research (extension): We prove that for every integers d≥1d\geq 1 and s≥2s\geq 2 there exists an integer DD, that depends only on dd and ss, such that for every graph PP with maximum degree at most dd, there i… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1003","2026-09","Expected","low","The two-state restriction enables a chain of normal-form, one-counter, semilinear and Presburger reductions. As stated, this is a tightly bounded automata-theory advance plausibly within a specialist team's normal research reach.","Difficult","Relevant automata theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1004","2026-09","Expected","low","The report connects the advance to existing research (generalized): For fixed m at least 2 and d at least 1, the paper proves that the speed-d lazy cop number of the generalized hypercube Q(n,m) is O((m+1)^n/n^(d+1/2)); for d=1 this improves the prior upp… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1005","2026-09","Expected","low","The report connects the advance to existing research (simplification): We construct a complete local Gorenstein ring RR of dimension 11 with a prime ideal 𝔭∈Spec⁡(R)\mathfrak{p}\in\operatorname{Spec}(R) such that RR is an AB ring, but the localization R𝔭R_… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1006","2026-09","Expected","low","The report connects the advance to existing research (extending): Prime coefficients of elliptic curves exhibit murmurations, statistical patterns that support the prediction of arithmetic labels. We conjecture that root number weighted averages of unit… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1007","2026-09","Difficult","low","Realizing every polynomial in the stated class as a polytope h-polynomial settles Brenti's problem circulating since 2004. The full realization result supports a non-routine judgment, without implying an expert time advantage.","Expected","Relevant algebraic combinatorics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1008","2026-09","Difficult","low","The result combines critical-system continuity, a full conservation-law gauge and an optimal Lorentz-space threshold in dimensions at least three. The endpoint and sharpness package suggests exceptional analytical effort; AI's stated role is only the optimality section.","Expected","Relevant geometric partial differential equations specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1009","2026-09","Difficult","low","Turning every complete almost-Kähler shrinking soliton into a Kähler one in arbitrary even dimension is a broad rigidity result, with a complete four-dimensional classification as a consequence. I provisionally place it above routine extension work.","Expected","Relevant Ricci-flow geometry specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1010","2026-09","Expected","low","The report connects the advance to existing research (generalized): The current paper considers the problem of recovering a vector-function on [−1,1][-1,1] from a limited number of coefficients of its expansion into a series of eigenfunctions of a one-dim… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1011","2026-09","Expected","low","An explicit counterexample repairs a false inheritance lemma, while a restricted Lipschitz-space case is recovered by expanding existing arguments. This is valuable but bounded corrective specialist work.","Difficult","Relevant Banach-space theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1012","2026-09","Expected","low","The report connects the advance to existing research (generalized): We work over a field of characteristic zero - primarily over an algebraic closure of the field of rational numbers. We prove a necessary and sufficient condition for a vector field whose … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1013","2026-09","Expected","low","The report connects the advance to existing research (refinement): Lipshitz and Sarkar asked in an ICM 2018 question whether their homotopy-theoretic refinement of Khovanov homology can detect mirror reflection when ordinary integral Khovanov homology ca… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1014","2026-09","Difficult","low","The global surface-area minimizer among three-dimensional parallelohedra settles the 2006 Bezdek conjecture and combines geometric proof with an exact final certificate. That is a non-routine optimization settlement.","Expected","Relevant discrete geometry specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1015","2026-09","Expected","low","The report connects the advance to existing research (recover a known): We establish the conjecture by de Klerk and Pasechnik (2002), claiming that the semidefinite bounds ϑ(r)​(G)​(r≥0)\vartheta^{(r)}(G)(r\geq 0) for the stability number α⁡(G)\alpha(G) are e… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1016","2026-09","Expected","low","The reported harm, reproduction and occupancy bounds analyze a specified recursive-agent model. This appears to adapt probabilistic and optimization machinery to a new application, within a specialist small-team baseline.","Difficult","Relevant stochastic processes and optimization specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1017","2026-09","Expected","low","The report connects the advance to existing research (generalized): We prove that a compact Kähler manifold carrying a regular Riemannian foliation whose leaves are Lagrangian and minimal is flat. In order to prove this result, we establish a foliated ver… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1018","2026-09","Expected","low","The report connects the advance to existing research (analogue): We study a projection identity for a simplex in Euclidean space, written in terms of the frame operator of its unit edge directions. For a right simplex, the identity leads to a sharp fam… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1019","2026-09","Expected","low","The report connects the advance to existing research (closed-form): Anticoncentration and entanglement are two properties used to study classical hardness or easiness of Gaussian boson sampling in varying regimes. In this paper, we consider three directio… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1020","2026-09","Expected","low","Explicit control formulas, variance decomposition and Wasserstein stability are developed for a linear transport model. The bounded linear setting and mean-velocity comparison fit ordinary specialist control research.","Difficult","Relevant stochastic optimal control specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1021","2026-09","Difficult","low","The circular law is pushed from mainly square-root bandwidth assumptions to the optimal diverging-bandwidth threshold for several periodic models. Bridging that large regime gap using boundary-uniform transfer comparisons is non-routine.","Expected","Relevant random-matrix theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1022","2026-09","Expected","low","The report connects the advance to existing research (refine): The aim of this paper is to establish new regions in the frame sets of Hermite functions hnh_{n}. A classical result of Gröchenig and Lyubarskii shows that the Gabor system 𝒢⁡(hn,a​ℤ×b​ℤ… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1023","2026-09","Unassessed","low","The available claim summary does not support a useful human-effort judgment: We study simply-laced Coxeter groups whose Coxeter diagram is the line graph ℒ​Γ{\mathcal{L}{\Gamma}} of some simple graph Γ\Gamma; such groups act on the set of vertices of the graph by … It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1024","2026-09","Expected","low","The scheme estimates a linear coordinate transformation before applying anisotropic consensus optimization, directly addressing known rotation sensitivity. This is a targeted algorithmic remedy within normal optimization research.","Difficult","Relevant numerical optimization specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1025","2026-09","Difficult","low","Codimension-independent mass control answers Lin's problem without a larger-scale mass assumption and removes a restrictive growth condition in the hyperbolic application. The removal of these structural assumptions supports a non-routine assessment.","Expected","Relevant geometric measure theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1026","2026-09","Expected","low","The prime-factor bound refines the authors' earlier iterated-log estimate through related methods, with an additional near-sharpness consequence. I tentatively treat this as normal technical progress within specialist number theory.","Difficult","Relevant analytic number theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1027","2026-09","Expected","low","The report connects the advance to existing research (generalised): For a finite permutation group, a base is a set of points with trivial pointwise stabiliser, and the generalised Saxl graph records which pairs of points lie together in a base of minimum… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1028","2026-09","Difficult","low","Positive-characteristic cohomology recursions are linked with Green-Han-Monsky multiplication and Verlinde algebra structure to produce character formulas. The synthesis across these structures appears more demanding than a local formula extension.","Expected","Relevant algebraic geometry and representation theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1029","2026-09","Difficult","low","The report explicitly signals a non-routine advance (settles a conjecture): On the once-punctured torus, we give an exact formula for the number of curves in any given mapping class group orbit of given word length. This settles a conjecture of Chas in [8]. Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1030","2026-09","Expected","low","Asymptotic corrections for a specified mixed diffusion operator lead to singularity and maximum-principle applications. This is a focused analytical programme plausibly achievable by a relevant specialist team.","Difficult","Relevant nonlocal partial differential equations specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1031","2026-09","Expected","low","The report connects the advance to existing research (analogue): For every nn, we construct a 2-dimensional nn-element poset whose Hasse diagram has independence number n​exp⁡(−Ω⁡(log⁡n))n\exp(-\Omega(\sqrt{\log n})), and consequently, chromatic number… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1032","2026-09","Difficult","low","The claim classifies every finite-time collapsing Kähler-Ricci flow on ruled surfaces as Type I with a specific shrinker model, yielding an optimal collapse rate. That uniform singularity control is non-routine.","Expected","Relevant Kähler-Ricci flow specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1033","2026-09","Difficult","low","The broad claim includes an infinitary Baker-Pixley extension and optimal structural representation/converse results, suggesting non-routine universal algebra. However the explicit AI contribution is an initial local counterexample idea subsequently substantially modified by the author; the whole-paper difficulty cannot automatically be attributed to that step.","Expected","Universal-algebra specialists developing representation theory from Baker-Pixley machinery; for the actual AI contribution, the narrower comparator is construction of the Section 7.1 counterexample under author-supplied constraints.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1034","2026-09","Expected","low","The report connects the advance to existing research (extends): In this paper we establish removable singularities results for Einstein metrics and for metrics with Ricci curvature bounded below. Let n⩾2n\geqslant 2. On a closed nn-manifold, we show t… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1035","2026-09","Expected","low","The report connects the advance to existing research (extend): We study linear codes whose coordinates are the ordinary edges and self-loops of complete undirected graphs; a node erasure removes all coordinates incident with a failed vertex. The cons… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1036","2026-09","Difficult","low","The upper bound matches Tolhuizen's exponential construction exactly in its base, closing the cancellative-pair extremal gap through entropy inequalities. This is a sharp frontier settlement, not a routine constant adjustment.","Expected","Relevant extremal combinatorics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1037","2026-09","Expected","low","The paper studies an individual-graph invariant using local sum-free constraints, standard graph families and certified finite searches. These bounded constructions and exact computations fit normal specialist work.","Difficult","Relevant algebraic graph theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1038","2026-09","Difficult","low","The remaining high-density regime is resolved with matching bounds, completing the order-of-magnitude picture for the Erdős-Stone problem. The correlated construction and uniform sharpness are substantial non-routine advances.","Expected","Relevant extremal graph theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1039","2026-09","Expected","low","The report connects the advance to existing research (special case): We consider integer-valued ∇ϕ\nabla\phi height functions, with general convex interactions, placed on a slope. Sheffield (2003) conjectured that for all slopes, such height functions are … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1040","2026-09","Expected","low","The report connects the advance to existing research (Extended): Combinatorial-topological methods for characterizing dynamics are rigorous, generalizable, computable, and they only require approximations, but the dimension of the phase space is a comp… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1041","2026-09","Expected","low","A finite 221-board certificate feeds existing amplification theorems to improve two domination constants. Exact search and verification of this bounded construction are plausibly normal computational-combinatorics work.","Difficult","Relevant computational combinatorics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1042","2026-09","Unassessed","low","The available claim summary does not support a useful human-effort judgment: We exhibit three conics with 144144 tritangent circles, disproving the conjectured maximum of 136136. It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1043","2026-09","Unassessed","low","The available claim summary does not support a useful human-effort judgment: For every n≥3n\geq 3, we show, by a family of explicit entire real-analytic solutions, that, for every subcritical phase and every 0<α≤10<\alpha\leq 1, oscillation-based interior CαC^{\al… It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1044","2026-09","Expected","low","The report connects the advance to existing research (extend): We extend the Dong–Song stability theorem for the Riemannian positive mass theorem to higher dimensional spin manifolds. More precisely, for a sequence of complete asymptotically flat spi… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1045","2026-09","Expected","low","The Aubry-set characterization follows a specified variational limit under a Mather-quotient hypothesis, with lower-dimensional coverage supplied by an existing theorem. This looks like focused specialist synthesis rather than a capability break.","Difficult","Relevant Hamiltonian dynamics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1046","2026-09","Expected","low","The report connects the advance to existing research (extension): Fraenkel’s conjecture asserts that a partition of the integers into at least three Beatty sequences with distinct moduli has the binary densities 1,2,4,…,2m−11,2,4,\ldots,2^{m-1}, normali… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1047","2026-09","Difficult","low","The general linear-dimensional global-generation bound is powered by a new multiplicity estimate for minimal log canonical centers. That combination suggests substantial birational-geometric insight, even though AI's disclosed role is limited to examples.","Expected","Relevant birational geometry specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1048","2026-09","Difficult","low","The comparison removes the known square-root gap for bounded-kernel spaces and avoids additional measure or Christoffel assumptions. Overcoming that general approximation barrier appears non-routine.","Expected","Relevant approximation theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1049","2026-09","Expected","low","The report connects the advance to existing research (extend): The current paper reports: We construct a constant-degree and constant-gap quantum expander on $n$ qubits where each unitary can be implemented by a depth-$1$ and 1D circuit of Pauli or C… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-02","contemporary","incomplete","true"
"1050","2026-09","Expected","low","The report connects the advance to existing research (extension): Let \(G\) be a simple and simply connected algebraic group of simply-laced type. For each positive braid word \(\beta\), and for the complete strong duality datum attached to a \(Q\)-datu… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1051","2026-09","Difficult","low","The construction separates two nilpotency invariants, then identifies their stabilized behavior with rational category for all stated finite-type spaces. The explicit separation plus general stabilization identity suggests a non-routine conceptual advance.","Expected","Relevant rational homotopy theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1052","2026-09","Expected","low","The automorphism order is fixed for a particular function-field family by proving the missing upper bound around a common invariant. This specialized completion is plausibly within normal algebraic-curve research.","Difficult","Relevant algebraic curves over finite fields specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1053","2026-09","Expected","low","The report connects the advance to existing research (simplify): In this article we consider various properties of a normed lattice, which are similar to semicontinuity (also known as the Fatou property), establish relations between these properties, a… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1054","2026-09","Difficult","low","The reported proof establishes the full Daykin-Frankl antichain bound conjectured in 1983. A long-open uniform extremal statement merits a provisional Difficult judgment, without treating age alone as superhuman evidence.","Expected","Relevant extremal set theory specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
"1055","2026-09","Expected","low","The work extends a recent duality approach to finite metric-measure spaces and derives statistics and convergent algorithms from it. This appears a substantial but normal specialist research extension; simulation-code assistance does not establish AI theorem discovery.","Difficult","Relevant optimal transport and statistics specialist or small team using methods available before the report; no matched time/resource benchmark.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-09-02","2026-09-04","date-uncertain","incomplete","true"
