id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence
93,2026-07,2026-07-28,0,2,1,0,3,Difficult,,2026,"",0,"p-bounded crystalline loci in dimension two. simple inclusions are classified by three Hodge-type operations apart from two explicit degenerate families, with a corresponding closed-point detection theorem and one exception. classified +. gpt-5.5 pro found the core combinatorial proof; codex formalization exposed errors, the corrected theorem was completed in lean, and the authors then reorganized and wrote the mathematical exposition.","For odd p and unramified K over Q_p of degree f>1, simple inclusions among p-bounded crystalline loci are exactly those arising from the paper's three valid Hodge-type operations plus its two stated degenerate families, with the stated equality and closed-point exceptions.",The authors present the classification question as arising naturally during their current research program; no public source predating the AI work was found that posed this exact classification target.,"The paper gives a complete classification in the stated p-bounded setting, including the degenerate cases and the precise exception to closed-point detection.","The classification is uniform over every odd prime, every unramified extension of degree greater than one, and the general family of p-bounded Hodge types in the stated dimension-two setting.","Because the exact classification was formulated in the course of this project, no two independent pre-solution attacks or qualifying target-specific controlled comparison are documented.","No defensible pre-solution framing year was found for this exact classification, so historical age and the Superhuman override are not assigned.",high
94,2026-07,2026-07-29,1,2,1,0,4,Difficult,2026,2026,0.0,0,twelve common flex lines in a general cubic pencil. chatgpt and danus obtained the main result; humans verified and polished the proof.,A general pencil of plane cubics over the complex numbers has exactly twelve common flex lines.,"Ciliberto, Miranda, and Roe asked this exact enumerative question in 2026.","The theorem gives the requested exact count and geometric explanation, completely answering the question.",The result ranges over the genuinely general parameter class of cubic pencils.,No two independent pre-solution attacks on the very recent exact question were found.,"The target and solution are both from 2026, so the recorded age is 0.0 decades.",high
95,2026-07,2026-07-29,1,2,0,1,4,Superhuman,2012,2026,1.4,0,mixed-resonance counterexample to lukic's modified higher-order szego conjecture. gpt-5.6 found the explicit example; the author supplied the proof.,"A two-critical-point multiplicity-(3,3) Verblunsky sequence satisfies Lukic's decomposition conditions but has weighted entropy minus infinity, refuting the universal equivalence.",Lukic's precise modified multipoint conjecture was first public on arXiv in 2012.,The explicit sequence completely disproves the universal implication.,The decisive object is one fixed explicit sequence and critical-point choice rather than a uniform counterexample family.,Independent authors established several restricted multipoint and single-critical-point cases before the disproof.,Framed in 2012 and solved in 2026: 14 years equals 1.4 decades.,medium-high
96,2026-07,2026-07-29,1,2,1,0,4,Difficult,2026,2026,0.0,0,torsion-free hypothesis removed from a positivity theorem on deligne-mumford stacks. chatgpt and danus obtained the result; humans verified and polished it.,"The Casalaina-Martin-Zhjeqi positivity theorem holds for every coherent quotient, with no torsion-free assumption.",Casalaina-Martin and Zhjeqi stated the exact technical question in a 2026 remark.,The theorem removes the central condition completely.,It applies uniformly across all Deligne-Mumford stacks and coherent quotients satisfying the theorem's hypotheses.,"Only the originating technical question was located, not two independent pre-solution attempts.","The target and solution are both from 2026, so the recorded age is 0.0 decades.",high
97,2026-07,2026-07-29,1,2,1,1,5,Difficult,2023,2026,0.3,0,linear-time approximation of total variation distance between product distributions. chatgpt-5.6 found the main algorithm; the authors wrote or rewrote the proofs and assume responsibility.,"A randomized multiplicative approximation to TV distance between explicit q-ary product distributions runs in O(q n epsilon^-2 log(1/delta)) time, matching an Omega(qn) input-query lower bound for fixed accuracy.",The 2023 randomized approximation algorithm and its follow-up work publicly define the runtime frontier improved here.,"The algorithm reaches linear input-size time and the paper proves a matching lower bound, closing the asymptotic runtime target for fixed accuracy.","The result is uniform over arbitrary alphabet size, dimension, accuracy, confidence, and explicit product-distribution inputs.","The original randomized algorithm, a separate deterministic method, and several follow-up works are independent attacks on the same approximation frontier.","The precise efficient-relative-approximation frontier dates to 2023 and was closed in 2026, an elapsed 0.3 decades.",high
98,2026-07,2026-07-29,1,2,0,1,4,Superhuman,2007,2026,1.9,0,"maxwell conjecture on electrostatic equilibria. gpt-5.6 suggested the construction; the authors verified the mathematics and wrote the proof, with independent computer-algebra checks.","Five positive point charges can have at least 24 nondegenerate equilibria, exceeding the conjectured (n-1)^2 maximum and disproving the Maxwell conjecture.","Gabrielov, Novikov, and Shapiro precisely formulated the (n-1)^2 Maxwell conjecture in 2007; the historical 1873 discussion is not used as the formal framing date.",The explicit five-charge configuration is a complete counterexample to the universal bound.,"The decisive disproof uses one fixed five-charge configuration, so it does not receive the separate general-scope point.","Independent upper-bound programs in 2007, 2023, and 2026 attacked the exact equilibrium-count frontier before this disproof.",Framed precisely in 2007 and disproved in 2026: 19 years equals 1.9 decades.,high
99,2026-08,2026-08-01,1,2,1,1,5,Difficult,2020,2026,0.6,0,"high-dimensional sphere packing and fourier sign uncertainty. the asymptotic strength of the cohn-elkies linear program is determined exactly, yielding the first improvement since 1978 to the general high-dimensional packing exponent. proved. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","The Cohn-Elkies linear program has asymptotic d-th-root value sqrt(e/(2*pi)), and both associated Fourier sign-uncertainty radii are (1/pi+o(1))*sqrt(d).","Afkhami-Jeddi, Cohn, Hartman, de Laat, and Tajdini stated the exact high-dimensional rate as conjectures in 2020, building on the older general sphere-packing exponent frontier.","The theorem identifies the exact asymptotic value of the linear program and the two sign-uncertainty constants, completely settling the stated anchor even though optimal sphere-packing density itself remains open.",The result is asymptotic over all dimensions tending to infinity and supplies a general density bound rather than a fixed-dimensional example.,The Cohn-Zhao comparison with the Kabatianskii-Levenshtein bound and later independent Fourier sign-uncertainty and obstruction analyses are multiple documented partial attacks on this exact asymptotic program.,"The exact 2020 rate conjectures were settled in 2026, an elapsed six years or 0.6 decades, below the one-decade override threshold.",high
100,2026-08,2026-08-01,1,1,1,1,4,Difficult,1977,2026,4.9,0,"binary and spherical code exponents. new two-point linear-programming certificates improve the classical unrestricted binary-code and spherical-code bounds by exponential factors for every fixed parameter. improved bounds. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","For every fixed binary relative distance 0<delta<1/2 and every fixed spherical maximum inner product 0<s<1, the new asymptotic upper bounds strictly improve the optimized classical MRRW and Kabatianskii-Levenshtein exponents, respectively.",The unrestricted asymptotic exponent frontiers were set by the 1977 MRRW binary-code bound and the 1978 Kabatianskii-Levenshtein spherical-code bound.,"The certificates improve both frontiers for every fixed parameter, but they do not determine the sharp binary- or spherical-code rates, so this is a material improvement rather than a complete settlement.",The bounds hold uniformly throughout the full fixed-distance parameter ranges as code dimension tends to infinity.,Classical Delsarte two-point methods and later higher-harmonic and semidefinite programs provide multiple independent attempts to improve these general coding exponents.,"The bundled quantitative frontier begins with the 1977 binary-code bound, 49 years or 4.9 decades before the 2026 improvement; the historical override does not apply because the advance is not complete.",medium-high
101,2026-08,2026-08-01,1,2,0,1,4,Superhuman,2000,2026,2.6,0,"non-sofic groups. the unit group of the binary leavitt algebra is explicitly shown to be non-sofic, disproving the conjecture that every countable group is sofic. counterexample. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","The unit group LF_2(1,2)^x of the binary Leavitt algebra is a countable non-sofic group.","Weiss named sofic groups and explicitly asked in 2000 whether a non-sofic group exists, following Gromov's 1999 introduction of the approximation property.",One explicit non-sofic group gives a complete negative answer to the universal soficity question.,"The decisive object is one explicit group, so the entry does not receive the separate uniform-scope point.","Several independent conditional routes through permutation stability and central extensions, together with the related Aldous-Lyons program, had attacked the non-soficity frontier before this unconditional construction.","The 2000 question was settled in 2026, an elapsed 26 years or 2.6 decades, so the complete non-provisional result receives the duration override.",high
102,2026-08,2026-08-01,1,2,1,1,5,Superhuman,1982,2026,4.4,0,"connes's rigidity conjecture. countably many pairwise nonisomorphic finitely generated icc property-(t) groups are constructed with the same group von neumann algebra, also refuting popa's finite-to-one question. counterexample family. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.",There are countably infinitely many pairwise nonisomorphic finitely generated ICC property-(T) groups with isomorphic group von Neumann algebras.,Connes's rigidity question goes back to his 1982 Kingston proceedings article and was later stated explicitly as a problem in his 1994 monograph.,"The infinite family completely disproves Connes's uniqueness conjecture and the later finite-to-one weakening, attaining Popa's countability bound.","The construction supplies an unbounded family of pairwise nonisomorphic groups, not merely one exceptional pair.","Connes's rigidity theory, Popa's deformation-rigidity program, and subsequent W*-superrigidity constructions form multiple independent lines of attack on reconstruction from group factors.","The target dates to 1982 and was settled in 2026, an elapsed 44 years or 4.4 decades, satisfying the historical override.",high
103,2026-08,2026-08-01,1,1,1,1,4,Difficult,1979,2026,4.7,0,"permanent circuit and formula lower bounds. division-free circuits need omega(n^2 log log n) gates and arithmetic formulas need omega(n^4/log n) variable leaves, including valid formulas with division. improved bounds. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","Computing the n-by-n permanent exactly requires Omega(n^2 log log n) gates in unrestricted division-free arithmetic circuits and Omega(n^4/log n) variable-labelled leaves in arithmetic formulas, even with valid division.","Valiant's 1979 framework established permanent circuit complexity as a central quantitative target, and classical quadratic circuit and cubic formula lower bounds set explicit pre-existing frontiers.","The results give the first superquadratic unrestricted circuit bound specific to the permanent and improve the general formula lower bound, but they do not resolve whether polynomial-size circuits exist.","Both lower bounds apply for all sufficiently large matrix dimensions without depth, degree, fan-out, or cancellation restrictions in the stated models.","Decades of independent degree, differentiation, partial-derivative, geometric, and restricted-model lower-bound programs document sustained resistance on permanent complexity.","The permanent-complexity frontier is documented from 1979, 47 years or 4.7 decades before the new bounds; the override does not apply because the advance is incomplete.",medium-high
104,2026-08,2026-08-01,1,2,1,1,5,Superhuman,2004,2026,2.2,0,"quantum parallel repetition. exponential decay under ordinary parallel repetition is proved for every finite two-player one-round entangled game whose value is below one. proved. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.",Every finite two-player one-round entangled game G with entangled value below one satisfies an exponential upper bound on the value of G under n-fold parallel repetition.,The general quantum analogue of Raz's parallel repetition theorem was explicitly recorded as open in 2004.,The theorem proves exponential repetition for arbitrary finite two-player entangled games and therefore completely resolves the qualitative conjecture.,The result is uniform over every finite game in the stated general class and over all repetition counts.,"Independent results for special game classes, modified or anchored games, and Yuen's polynomial-decay theorem for general games are multiple documented partial attacks on the exact target.","The exact general question was recorded in 2004 and solved in 2026, an elapsed 22 years or 2.2 decades, satisfying the historical override.",high
105,2026-08,2026-08-01,1,1,1,1,4,Difficult,1998,2026,2.8,0,"closest vector approximation hardness. a direct deterministic reduction from 3sat proves n^(1/400)-factor np-hardness for euclidean cvp, crossing from n^o(1) to a fixed polynomial factor. improved hardness. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.",Euclidean GapCVP is NP-hard to approximate within n^(1/400) under a deterministic polynomial-time many-one reduction from 3SAT.,"The fixed-polynomial approximation-hardness frontier was explicit by the 1998 Dinur-Kindler-Safra work, whose almost-polynomial factor remained n^o(1), with a 2003 refinement.","The reduction establishes hardness for a fixed positive power of the lattice rank, a material regime change, but does not determine the optimal approximation threshold.",The reduction gives an asymptotic worst-case hardness theorem over an unbounded family of lattice instances.,The constant-factor hardness line and the later almost-polynomial DKS/DKRS line are independent documented attacks on progressively stronger CVP approximation factors.,"The polynomial-factor frontier dates to 1998, 28 years or 2.8 decades before the 2026 advance; the historical override does not apply because the target is not fully settled.",high
106,2026-08,2026-08-01,1,2,1,1,5,Superhuman,1964,2026,6.2,0,"ehrhart's volume conjecture. every n-dimensional convex body whose barycenter is its unique interior lattice point has volume at most (n+1)^n/n!, with the centered simplex showing sharpness. proved. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","Every full-dimensional convex body in R^n with barycenter zero and no other interior lattice point has volume at most (n+1)^n/n!, and this bound is attained.",Ehrhart posed the sharp maximum-volume question in 1964.,The theorem proves the conjectured sharp inequality in every dimension; the separate classification of all equality cases can remain open without limiting settlement of this anchor.,The result applies in every dimension to all convex bodies satisfying the lattice and barycenter conditions.,"Ehrhart's planar and simplex cases, general symmetrization and isotropic bounds, and toric or polar-class proofs are multiple independent approaches to the same sharp inequality.","The 1964 conjecture was proved in 2026, an elapsed 62 years or 6.2 decades, satisfying the historical override.",high
107,2026-08,2026-08-01,1,2,1,1,5,Superhuman,1961,2026,6.5,0,"multicolor triangle ramsey numbers. a superexponential construction proves r_k(3)=k^Theta(k), so the limiting kth root is infinite and erdos problem 183 is resolved. proved. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","The k-color triangle Ramsey number satisfies R_k(3)=k^Theta(k), and consequently lim as k tends to infinity of R_k(3)^(1/k) is infinite.","Erdos Problem 183 traces the exact limiting question to a 1961 source; the superexponential formulation was later recorded explicitly by Graham, Rothschild, and Spencer in 1990.","The theorem establishes superexponential growth and the k^Theta(k) order, completely deciding that the limit in the stated problem is infinite.",The lower bound holds for every number of colors k at least two and gives an asymptotic family rather than isolated Ramsey values.,"Tensor-product colorings, sum-free-partition constructions, and a long sequence of independent lower-bound improvements document multiple attacks on the exact growth question.","Using the 1961 source for the exact limiting problem, the 2026 solution comes after 65 years or 6.5 decades, satisfying the historical override.",medium-high
108,2026-08,2026-08-01,1,2,1,1,5,Superhuman,1967,2026,5.9,0,"extremal-number compactness and degeneracy conjectures. separate bipartite constructions disprove the corrected erdos-simonovits compactness conjecture and erdos's r-degenerate graph bound, resolving erdos problems 180 and 146 as one bounded chapter portfolio. counterexamples. generated by astra, prepared as a manuscript by humans, and released with a lean certificate.","A finite family of connected bipartite cyclic graphs violates extremal-number compactness, and a fixed connected bipartite 2-degenerate graph has extremal number Omega(n^(3/2+epsilon)).","Erdos posed the degeneracy conjecture in 1967, while Erdos and Simonovits stated the compactness conjecture in 1982; the chapter targets the corrected cyclic-family form of the latter.",The two constructions completely disprove both universal conjectures in their intended nontrivial forms.,"Both counterexamples are asymptotic constructions valid for all sufficiently large graph orders, and the chapter treats the two related targets as one bounded portfolio.","Multiple independent partial theorems for degenerate bipartite graphs and compactness-type host-graph questions, including work across several graph classes, document resistance on both targets.","The bundled portfolio contains targets from 1967 and 1982; recording its earliest exact framing gives 59 years or 5.9 decades to the 2026 resolution, and both components independently exceed the one-decade threshold.",medium-high
